activity_uuid,user_id,external_activity_id,abandoned,historical_completion_rate,historical_abandonment_rate,historical_avg_pause_count,historical_avg_duration,difficulty_level,activity_abandonment_rate,avg_pauses_activity,hour_of_day,day_of_week,days_since_last_activity,avg_days_between_sessions,current_pause_count,cluster_completion_rate,cluster_abandonment_rate,avg_frustration,avg_visual_fatigue,distraction_events_per_hour
act_1080_5017,1080,105,1,0.3111,0.6889,7.6222,18942.9778,2,0.3338,4.6718,9,6,0,3,6,0.5689227623821569,0.4310772376178431,0.3862639320191562,0.3145,0.0296
act_1080_5019,1080,108,1,0.3111,0.6889,7.6222,18942.9778,4,0.3287,4.6322,9,6,0,3,5,0.5689227623821569,0.4310772376178431,0.3862639320191562,0.3145,0.0296
act_1080_5020,1080,107,1,0.3111,0.6889,7.6222,18942.9778,3,0.3758,4.7893,9,6,0,3,9,0.5689227623821569,0.4310772376178431,0.3862639320191562,0.3145,0.0296
act_1080_5018,1080,106,1,0.3111,0.6889,7.6222,18942.9778,2,0.3516,4.8132,8,6,0,3,8,0.5689227623821569,0.4310772376178431,0.3862639320191562,0.3145,0.0296
act_1080_5029,1080,103,1,0.3111,0.6889,7.6222,18942.9778,1,0.3628,4.7655,9,2,0,3,5,0.5689227623821569,0.4310772376178431,0.3862639320191562,0.3145,0.0296
act_1080_5030,1080,108,1,0.3111,0.6889,7.6222,18942.9778,4,0.3287,4.6322,9,2,0,3,10,0.5689227623821569,0.4310772376178431,0.3862639320191562,0.3145,0.0296
act_1080_5027,1080,101,1,0.3111,0.6889,7.6222,18942.9778,1,0.3567,4.7353,9,2,0,3,5,0.5689227623821569,0.4310772376178431,0.3862639320191562,0.3145,0.0296
act_1080_5026,1080,107,1,0.3111,0.6889,7.6222,18942.9778,3,0.3758,4.7893,9,2,0,3,5,0.5689227623821569,0.4310772376178431,0.3862639320191562,0.3145,0.0296
act_1080_5028,1080,105,1,0.3111,0.6889,7.6222,18942.9778,2,0.3338,4.6718,9,2,0,3,7,0.5689227623821569,0.4310772376178431,0.3862639320191562,0.3145,0.0296
act_1080_5025,1080,106,1,0.3111,0.6889,7.6222,18942.9778,2,0.3516,4.8132,9,2,0,3,9,0.5689227623821569,0.4310772376178431,0.3862639320191562,0.3145,0.0296
act_1080_5033,1080,102,1,0.3111,0.6889,7.6222,18942.9778,3,0.3245,4.6546,9,1,0,3,7,0.5689227623821569,0.4310772376178431,0.3862639320191562,0.3145,0.0296
act_1080_5034,1080,101,0,0.3111,0.6889,7.6222,18942.9778,1,0.3567,4.7353,9,1,0,3,9,0.5689227623821569,0.4310772376178431,0.3862639320191562,0.3145,0.0296
act_1080_5032,1080,107,0,0.3111,0.6889,7.6222,18942.9778,3,0.3758,4.7893,9,1,0,3,7,0.5689227623821569,0.4310772376178431,0.3862639320191562,0.3145,0.0296
act_1080_5031,1080,106,0,0.3111,0.6889,7.6222,18942.9778,2,0.3516,4.8132,8,1,0,3,6,0.5689227623821569,0.4310772376178431,0.3862639320191562,0.3145,0.0296
act_1081_5070,1081,101,0,0.4194,0.5806,7.5161,14589.9355,1,0.3567,4.7353,9,5,0,3,6,0.5635138364648631,0.4364861635351369,0.3863780472589576,0.3676,0.035
act_1081_5067,1081,103,1,0.4194,0.5806,7.5161,14589.9355,1,0.3628,4.7655,9,5,0,3,7,0.5635138364648631,0.4364861635351369,0.3863780472589576,0.3676,0.035
act_1081_5068,1081,108,0,0.4194,0.5806,7.5161,14589.9355,4,0.3287,4.6322,9,5,0,3,6,0.5635138364648631,0.4364861635351369,0.3863780472589576,0.3676,0.035
act_1081_5071,1081,105,0,0.4194,0.5806,7.5161,14589.9355,2,0.3338,4.6718,8,5,0,3,9,0.5635138364648631,0.4364861635351369,0.3863780472589576,0.3676,0.035
act_1081_5069,1081,104,1,0.4194,0.5806,7.5161,14589.9355,2,0.3437,4.8056,8,5,0,3,5,0.5635138364648631,0.4364861635351369,0.3863780472589576,0.3676,0.035
act_1081_5075,1081,102,0,0.4194,0.5806,7.5161,14589.9355,3,0.3245,4.6546,9,3,0,3,9,0.5635138364648631,0.4364861635351369,0.3863780472589576,0.3676,0.035
act_1081_5077,1081,107,0,0.4194,0.5806,7.5161,14589.9355,3,0.3758,4.7893,9,3,0,3,6,0.5635138364648631,0.4364861635351369,0.3863780472589576,0.3676,0.035
act_1081_5076,1081,106,0,0.4194,0.5806,7.5161,14589.9355,2,0.3516,4.8132,9,3,0,3,9,0.5635138364648631,0.4364861635351369,0.3863780472589576,0.3676,0.035
act_1081_5078,1081,101,1,0.4194,0.5806,7.5161,14589.9355,1,0.3567,4.7353,8,3,0,3,10,0.5635138364648631,0.4364861635351369,0.3863780472589576,0.3676,0.035
act_1081_5083,1081,107,1,0.4194,0.5806,7.5161,14589.9355,3,0.3758,4.7893,9,4,0,3,9,0.5635138364648631,0.4364861635351369,0.3863780472589576,0.3676,0.035
act_1081_5080,1081,103,1,0.4194,0.5806,7.5161,14589.9355,1,0.3628,4.7655,9,4,0,3,9,0.5635138364648631,0.4364861635351369,0.3863780472589576,0.3676,0.035
act_1081_5082,1081,105,0,0.4194,0.5806,7.5161,14589.9355,2,0.3338,4.6718,9,4,0,3,6,0.5635138364648631,0.4364861635351369,0.3863780472589576,0.3676,0.035
act_1081_5079,1081,106,0,0.4194,0.5806,7.5161,14589.9355,2,0.3516,4.8132,8,4,0,3,5,0.5635138364648631,0.4364861635351369,0.3863780472589576,0.3676,0.035
act_1081_5081,1081,102,1,0.4194,0.5806,7.5161,14589.9355,3,0.3245,4.6546,8,4,0,3,9,0.5635138364648631,0.4364861635351369,0.3863780472589576,0.3676,0.035
act_1081_5072,1081,106,0,0.4194,0.5806,7.5161,14589.9355,2,0.3516,4.8132,9,3,0,3,9,0.5635138364648631,0.4364861635351369,0.3863780472589576,0.3676,0.035
act_1081_5074,1081,108,1,0.4194,0.5806,7.5161,14589.9355,4,0.3287,4.6322,9,3,0,3,10,0.5635138364648631,0.4364861635351369,0.3863780472589576,0.3676,0.035
act_1081_5073,1081,101,1,0.4194,0.5806,7.5161,14589.9355,1,0.3567,4.7353,9,3,0,3,8,0.5635138364648631,0.4364861635351369,0.3863780472589576,0.3676,0.035
act_1081_5089,1081,103,1,0.4194,0.5806,7.5161,14589.9355,1,0.3628,4.7655,9,7,0,3,7,0.5635138364648631,0.4364861635351369,0.3863780472589576,0.3676,0.035
act_1081_5088,1081,107,1,0.4194,0.5806,7.5161,14589.9355,3,0.3758,4.7893,9,7,0,3,10,0.5635138364648631,0.4364861635351369,0.3863780472589576,0.3676,0.035
act_1081_5087,1081,101,0,0.4194,0.5806,7.5161,14589.9355,1,0.3567,4.7353,9,7,0,3,9,0.5635138364648631,0.4364861635351369,0.3863780472589576,0.3676,0.035
act_1081_5086,1081,103,1,0.4194,0.5806,7.5161,14589.9355,1,0.3628,4.7655,9,2,0,3,10,0.5635138364648631,0.4364861635351369,0.3863780472589576,0.3676,0.035
act_1081_5085,1081,105,0,0.4194,0.5806,7.5161,14589.9355,2,0.3338,4.6718,9,2,0,3,5,0.5635138364648631,0.4364861635351369,0.3863780472589576,0.3676,0.035
act_1081_5084,1081,106,0,0.4194,0.5806,7.5161,14589.9355,2,0.3516,4.8132,8,2,0,3,7,0.5635138364648631,0.4364861635351369,0.3863780472589576,0.3676,0.035
act_1081_5065,1081,107,1,0.4194,0.5806,7.5161,14589.9355,3,0.3758,4.7893,9,7,0,3,5,0.5635138364648631,0.4364861635351369,0.3863780472589576,0.3676,0.035
act_1081_5064,1081,101,0,0.4194,0.5806,7.5161,14589.9355,1,0.3567,4.7353,9,7,0,3,7,0.5635138364648631,0.4364861635351369,0.3863780472589576,0.3676,0.035
act_1081_5062,1081,106,1,0.4194,0.5806,7.5161,14589.9355,2,0.3516,4.8132,9,7,0,3,6,0.5635138364648631,0.4364861635351369,0.3863780472589576,0.3676,0.035
act_1081_5063,1081,108,1,0.4194,0.5806,7.5161,14589.9355,4,0.3287,4.6322,8,7,0,3,8,0.5635138364648631,0.4364861635351369,0.3863780472589576,0.3676,0.035
act_1081_5066,1081,104,1,0.4194,0.5806,7.5161,14589.9355,2,0.3437,4.8056,8,7,0,3,10,0.5635138364648631,0.4364861635351369,0.3863780472589576,0.3676,0.035
act_1081_5091,1081,104,1,0.4194,0.5806,7.5161,14589.9355,2,0.3437,4.8056,9,5,0,3,7,0.5635138364648631,0.4364861635351369,0.3863780472589576,0.3676,0.035
act_1081_5092,1081,101,1,0.4194,0.5806,7.5161,14589.9355,1,0.3567,4.7353,9,5,0,3,5,0.5635138364648631,0.4364861635351369,0.3863780472589576,0.3676,0.035
act_1081_5090,1081,102,1,0.4194,0.5806,7.5161,14589.9355,3,0.3245,4.6546,9,5,0,3,5,0.5635138364648631,0.4364861635351369,0.3863780472589576,0.3676,0.035
act_1082_5127,1082,103,1,0.4,0.6,6.8222,17215.5556,1,0.3628,4.7655,9,5,0,3,5,0.5630797563558417,0.43692024364415827,0.3982109060787946,0.312,0.0301
act_1082_5128,1082,108,0,0.4,0.6,6.8222,17215.5556,4,0.3287,4.6322,9,5,0,3,9,0.5630797563558417,0.43692024364415827,0.3982109060787946,0.312,0.0301
act_1082_5125,1082,104,0,0.4,0.6,6.8222,17215.5556,2,0.3437,4.8056,8,5,0,3,5,0.5630797563558417,0.43692024364415827,0.3982109060787946,0.312,0.0301
act_1082_5126,1082,105,0,0.4,0.6,6.8222,17215.5556,2,0.3338,4.6718,8,5,0,3,6,0.5630797563558417,0.43692024364415827,0.3982109060787946,0.312,0.0301
act_1082_5131,1082,107,0,0.4,0.6,6.8222,17215.5556,3,0.3758,4.7893,9,2,0,3,7,0.5630797563558417,0.43692024364415827,0.3982109060787946,0.312,0.0301
act_1082_5130,1082,104,1,0.4,0.6,6.8222,17215.5556,2,0.3437,4.8056,9,2,0,3,7,0.5630797563558417,0.43692024364415827,0.3982109060787946,0.312,0.0301
act_1082_5129,1082,102,1,0.4,0.6,6.8222,17215.5556,3,0.3245,4.6546,8,2,0,3,6,0.5630797563558417,0.43692024364415827,0.3982109060787946,0.312,0.0301
act_1082_5108,1082,107,0,0.4,0.6,6.8222,17215.5556,3,0.3758,4.7893,9,5,0,3,5,0.5630797563558417,0.43692024364415827,0.3982109060787946,0.312,0.0301
act_1082_5109,1082,105,1,0.4,0.6,6.8222,17215.5556,2,0.3338,4.6718,9,5,0,3,5,0.5630797563558417,0.43692024364415827,0.3982109060787946,0.312,0.0301
act_1082_5106,1082,106,0,0.4,0.6,6.8222,17215.5556,2,0.3516,4.8132,9,5,0,3,7,0.5630797563558417,0.43692024364415827,0.3982109060787946,0.312,0.0301
act_1082_5107,1082,103,1,0.4,0.6,6.8222,17215.5556,1,0.3628,4.7655,9,5,0,3,5,0.5630797563558417,0.43692024364415827,0.3982109060787946,0.312,0.0301
act_1082_5119,1082,103,1,0.4,0.6,6.8222,17215.5556,1,0.3628,4.7655,9,2,0,3,5,0.5630797563558417,0.43692024364415827,0.3982109060787946,0.312,0.0301
act_1082_5118,1082,102,1,0.4,0.6,6.8222,17215.5556,3,0.3245,4.6546,9,2,0,3,8,0.5630797563558417,0.43692024364415827,0.3982109060787946,0.312,0.0301
act_1082_5116,1082,107,1,0.4,0.6,6.8222,17215.5556,3,0.3758,4.7893,9,2,0,3,5,0.5630797563558417,0.43692024364415827,0.3982109060787946,0.312,0.0301
act_1082_5117,1082,108,0,0.4,0.6,6.8222,17215.5556,4,0.3287,4.6322,9,2,0,3,10,0.5630797563558417,0.43692024364415827,0.3982109060787946,0.312,0.0301
act_1082_5098,1082,106,1,0.4,0.6,6.8222,17215.5556,2,0.3516,4.8132,9,5,0,3,8,0.5630797563558417,0.43692024364415827,0.3982109060787946,0.312,0.0301
act_1082_5101,1082,102,1,0.4,0.6,6.8222,17215.5556,3,0.3245,4.6546,9,5,0,3,9,0.5630797563558417,0.43692024364415827,0.3982109060787946,0.312,0.0301
act_1082_5100,1082,103,0,0.4,0.6,6.8222,17215.5556,1,0.3628,4.7655,9,5,0,3,7,0.5630797563558417,0.43692024364415827,0.3982109060787946,0.312,0.0301
act_1082_5099,1082,108,1,0.4,0.6,6.8222,17215.5556,4,0.3287,4.6322,9,5,0,3,6,0.5630797563558417,0.43692024364415827,0.3982109060787946,0.312,0.0301
act_1082_5096,1082,104,1,0.4,0.6,6.8222,17215.5556,2,0.3437,4.8056,9,4,0,3,8,0.5630797563558417,0.43692024364415827,0.3982109060787946,0.312,0.0301
act_1082_5094,1082,107,1,0.4,0.6,6.8222,17215.5556,3,0.3758,4.7893,9,4,0,3,7,0.5630797563558417,0.43692024364415827,0.3982109060787946,0.312,0.0301
act_1082_5093,1082,106,0,0.4,0.6,6.8222,17215.5556,2,0.3516,4.8132,9,4,0,3,10,0.5630797563558417,0.43692024364415827,0.3982109060787946,0.312,0.0301
act_1082_5095,1082,105,1,0.4,0.6,6.8222,17215.5556,2,0.3338,4.6718,9,4,0,3,10,0.5630797563558417,0.43692024364415827,0.3982109060787946,0.312,0.0301
act_1082_5097,1082,108,1,0.4,0.6,6.8222,17215.5556,4,0.3287,4.6322,8,4,0,3,6,0.5630797563558417,0.43692024364415827,0.3982109060787946,0.312,0.0301
act_1082_5113,1082,101,1,0.4,0.6,6.8222,17215.5556,1,0.3567,4.7353,9,1,0,3,5,0.5630797563558417,0.43692024364415827,0.3982109060787946,0.312,0.0301
act_1082_5114,1082,106,0,0.4,0.6,6.8222,17215.5556,2,0.3516,4.8132,9,1,0,3,7,0.5630797563558417,0.43692024364415827,0.3982109060787946,0.312,0.0301
act_1082_5115,1082,104,1,0.4,0.6,6.8222,17215.5556,2,0.3437,4.8056,9,1,0,3,10,0.5630797563558417,0.43692024364415827,0.3982109060787946,0.312,0.0301
act_1082_5110,1082,107,0,0.4,0.6,6.8222,17215.5556,3,0.3758,4.7893,9,7,0,3,5,0.5630797563558417,0.43692024364415827,0.3982109060787946,0.312,0.0301
act_1082_5112,1082,102,1,0.4,0.6,6.8222,17215.5556,3,0.3245,4.6546,9,7,0,3,5,0.5630797563558417,0.43692024364415827,0.3982109060787946,0.312,0.0301
act_1082_5111,1082,104,0,0.4,0.6,6.8222,17215.5556,2,0.3437,4.8056,9,7,0,3,8,0.5630797563558417,0.43692024364415827,0.3982109060787946,0.312,0.0301
act_1082_5105,1082,105,1,0.4,0.6,6.8222,17215.5556,2,0.3338,4.6718,9,6,0,3,6,0.5630797563558417,0.43692024364415827,0.3982109060787946,0.312,0.0301
act_1082_5123,1082,104,1,0.4,0.6,6.8222,17215.5556,2,0.3437,4.8056,9,6,0,3,9,0.5630797563558417,0.43692024364415827,0.3982109060787946,0.312,0.0301
act_1082_5104,1082,107,0,0.4,0.6,6.8222,17215.5556,3,0.3758,4.7893,9,6,0,3,6,0.5630797563558417,0.43692024364415827,0.3982109060787946,0.312,0.0301
act_1082_5122,1082,106,0,0.4,0.6,6.8222,17215.5556,2,0.3516,4.8132,9,6,0,3,8,0.5630797563558417,0.43692024364415827,0.3982109060787946,0.312,0.0301
act_1082_5102,1082,103,1,0.4,0.6,6.8222,17215.5556,1,0.3628,4.7655,9,6,0,3,7,0.5630797563558417,0.43692024364415827,0.3982109060787946,0.312,0.0301
act_1082_5121,1082,101,0,0.4,0.6,6.8222,17215.5556,1,0.3567,4.7353,9,6,0,3,8,0.5630797563558417,0.43692024364415827,0.3982109060787946,0.312,0.0301
act_1082_5124,1082,108,1,0.4,0.6,6.8222,17215.5556,4,0.3287,4.6322,9,6,0,3,8,0.5630797563558417,0.43692024364415827,0.3982109060787946,0.312,0.0301
act_1082_5103,1082,104,0,0.4,0.6,6.8222,17215.5556,2,0.3437,4.8056,8,6,0,3,7,0.5630797563558417,0.43692024364415827,0.3982109060787946,0.312,0.0301
act_1082_5120,1082,103,1,0.4,0.6,6.8222,17215.5556,1,0.3628,4.7655,8,6,0,3,5,0.5630797563558417,0.43692024364415827,0.3982109060787946,0.312,0.0301
act_1082_5136,1082,102,1,0.4,0.6,6.8222,17215.5556,3,0.3245,4.6546,9,2,0,3,5,0.5630797563558417,0.43692024364415827,0.3982109060787946,0.312,0.0301
act_1082_5132,1082,101,1,0.4,0.6,6.8222,17215.5556,1,0.3567,4.7353,9,2,0,3,9,0.5630797563558417,0.43692024364415827,0.3982109060787946,0.312,0.0301
act_1082_5137,1082,103,0,0.4,0.6,6.8222,17215.5556,1,0.3628,4.7655,9,2,0,3,7,0.5630797563558417,0.43692024364415827,0.3982109060787946,0.312,0.0301
act_1082_5134,1082,107,1,0.4,0.6,6.8222,17215.5556,3,0.3758,4.7893,9,2,0,3,5,0.5630797563558417,0.43692024364415827,0.3982109060787946,0.312,0.0301
act_1082_5135,1082,106,1,0.4,0.6,6.8222,17215.5556,2,0.3516,4.8132,8,2,0,3,6,0.5630797563558417,0.43692024364415827,0.3982109060787946,0.312,0.0301
act_1082_5133,1082,108,0,0.4,0.6,6.8222,17215.5556,4,0.3287,4.6322,8,2,0,3,5,0.5630797563558417,0.43692024364415827,0.3982109060787946,0.312,0.0301
act_1083_5162,1083,101,1,0.2564,0.7436,7.4615,14579.9744,1,0.3567,4.7353,9,2,0,3,10,0.5668066629312807,0.4331933370687193,0.42830413478915974,0.3136,0.0309
act_1083_5160,1083,102,1,0.2564,0.7436,7.4615,14579.9744,3,0.3245,4.6546,9,2,0,3,6,0.5668066629312807,0.4331933370687193,0.42830413478915974,0.3136,0.0309
act_1083_5161,1083,103,1,0.2564,0.7436,7.4615,14579.9744,1,0.3628,4.7655,9,2,0,3,10,0.5668066629312807,0.4331933370687193,0.42830413478915974,0.3136,0.0309
act_1083_5143,1083,107,1,0.2564,0.7436,7.4615,14579.9744,3,0.3758,4.7893,9,1,0,3,6,0.5668066629312807,0.4331933370687193,0.42830413478915974,0.3136,0.0309
act_1083_5147,1083,103,1,0.2564,0.7436,7.4615,14579.9744,1,0.3628,4.7655,9,1,0,3,8,0.5668066629312807,0.4331933370687193,0.42830413478915974,0.3136,0.0309
act_1083_5145,1083,102,1,0.2564,0.7436,7.4615,14579.9744,3,0.3245,4.6546,9,1,0,3,6,0.5668066629312807,0.4331933370687193,0.42830413478915974,0.3136,0.0309
act_1083_5146,1083,106,1,0.2564,0.7436,7.4615,14579.9744,2,0.3516,4.8132,9,1,0,3,5,0.5668066629312807,0.4331933370687193,0.42830413478915974,0.3136,0.0309
act_1083_5144,1083,108,1,0.2564,0.7436,7.4615,14579.9744,4,0.3287,4.6322,9,1,0,3,6,0.5668066629312807,0.4331933370687193,0.42830413478915974,0.3136,0.0309
act_1083_5142,1083,101,0,0.2564,0.7436,7.4615,14579.9744,1,0.3567,4.7353,9,1,0,3,10,0.5668066629312807,0.4331933370687193,0.42830413478915974,0.3136,0.0309
act_1083_5159,1083,104,0,0.2564,0.7436,7.4615,14579.9744,2,0.3437,4.8056,9,7,0,3,5,0.5668066629312807,0.4331933370687193,0.42830413478915974,0.3136,0.0309
act_1083_5158,1083,103,1,0.2564,0.7436,7.4615,14579.9744,1,0.3628,4.7655,9,7,0,3,5,0.5668066629312807,0.4331933370687193,0.42830413478915974,0.3136,0.0309
act_1083_5157,1083,108,1,0.2564,0.7436,7.4615,14579.9744,4,0.3287,4.6322,9,7,0,3,7,0.5668066629312807,0.4331933370687193,0.42830413478915974,0.3136,0.0309
act_1083_5156,1083,101,1,0.2564,0.7436,7.4615,14579.9744,1,0.3567,4.7353,9,7,0,3,7,0.5668066629312807,0.4331933370687193,0.42830413478915974,0.3136,0.0309
act_1083_5141,1083,102,1,0.2564,0.7436,7.4615,14579.9744,3,0.3245,4.6546,9,3,0,3,7,0.5668066629312807,0.4331933370687193,0.42830413478915974,0.3136,0.0309
act_1083_5139,1083,103,1,0.2564,0.7436,7.4615,14579.9744,1,0.3628,4.7655,9,3,0,3,5,0.5668066629312807,0.4331933370687193,0.42830413478915974,0.3136,0.0309
act_1083_5140,1083,106,0,0.2564,0.7436,7.4615,14579.9744,2,0.3516,4.8132,9,3,0,3,9,0.5668066629312807,0.4331933370687193,0.42830413478915974,0.3136,0.0309
act_1083_5138,1083,101,1,0.2564,0.7436,7.4615,14579.9744,1,0.3567,4.7353,9,3,0,3,6,0.5668066629312807,0.4331933370687193,0.42830413478915974,0.3136,0.0309
act_1083_5170,1083,108,1,0.2564,0.7436,7.4615,14579.9744,4,0.3287,4.6322,9,5,0,3,5,0.5668066629312807,0.4331933370687193,0.42830413478915974,0.3136,0.0309
act_1083_5166,1083,104,1,0.2564,0.7436,7.4615,14579.9744,2,0.3437,4.8056,9,5,0,3,8,0.5668066629312807,0.4331933370687193,0.42830413478915974,0.3136,0.0309
act_1083_5168,1083,105,0,0.2564,0.7436,7.4615,14579.9744,2,0.3338,4.6718,9,5,0,3,6,0.5668066629312807,0.4331933370687193,0.42830413478915974,0.3136,0.0309
act_1083_5169,1083,107,1,0.2564,0.7436,7.4615,14579.9744,3,0.3758,4.7893,9,5,0,3,7,0.5668066629312807,0.4331933370687193,0.42830413478915974,0.3136,0.0309
act_1083_5167,1083,101,1,0.2564,0.7436,7.4615,14579.9744,1,0.3567,4.7353,8,5,0,3,5,0.5668066629312807,0.4331933370687193,0.42830413478915974,0.3136,0.0309
act_1083_5151,1083,106,0,0.2564,0.7436,7.4615,14579.9744,2,0.3516,4.8132,9,2,0,3,8,0.5668066629312807,0.4331933370687193,0.42830413478915974,0.3136,0.0309
act_1083_5150,1083,102,1,0.2564,0.7436,7.4615,14579.9744,3,0.3245,4.6546,9,2,0,3,10,0.5668066629312807,0.4331933370687193,0.42830413478915974,0.3136,0.0309
act_1083_5148,1083,101,1,0.2564,0.7436,7.4615,14579.9744,1,0.3567,4.7353,8,2,0,3,8,0.5668066629312807,0.4331933370687193,0.42830413478915974,0.3136,0.0309
act_1083_5149,1083,105,0,0.2564,0.7436,7.4615,14579.9744,2,0.3338,4.6718,8,2,0,3,6,0.5668066629312807,0.4331933370687193,0.42830413478915974,0.3136,0.0309
act_1083_5152,1083,106,1,0.2564,0.7436,7.4615,14579.9744,2,0.3516,4.8132,9,1,0,3,7,0.5668066629312807,0.4331933370687193,0.42830413478915974,0.3136,0.0309
act_1083_5155,1083,102,1,0.2564,0.7436,7.4615,14579.9744,3,0.3245,4.6546,9,1,0,3,10,0.5668066629312807,0.4331933370687193,0.42830413478915974,0.3136,0.0309
act_1083_5153,1083,101,0,0.2564,0.7436,7.4615,14579.9744,1,0.3567,4.7353,9,1,0,3,9,0.5668066629312807,0.4331933370687193,0.42830413478915974,0.3136,0.0309
act_1083_5154,1083,103,0,0.2564,0.7436,7.4615,14579.9744,1,0.3628,4.7655,9,1,0,3,5,0.5668066629312807,0.4331933370687193,0.42830413478915974,0.3136,0.0309
act_1083_5164,1083,105,1,0.2564,0.7436,7.4615,14579.9744,2,0.3338,4.6718,9,5,0,3,9,0.5668066629312807,0.4331933370687193,0.42830413478915974,0.3136,0.0309
act_1083_5165,1083,104,1,0.2564,0.7436,7.4615,14579.9744,2,0.3437,4.8056,9,5,0,3,8,0.5668066629312807,0.4331933370687193,0.42830413478915974,0.3136,0.0309
act_1083_5163,1083,102,1,0.2564,0.7436,7.4615,14579.9744,3,0.3245,4.6546,9,5,0,3,10,0.5668066629312807,0.4331933370687193,0.42830413478915974,0.3136,0.0309
act_1083_5175,1083,107,1,0.2564,0.7436,7.4615,14579.9744,3,0.3758,4.7893,9,4,0,3,9,0.5668066629312807,0.4331933370687193,0.42830413478915974,0.3136,0.0309
act_1083_5176,1083,106,0,0.2564,0.7436,7.4615,14579.9744,2,0.3516,4.8132,9,4,0,3,8,0.5668066629312807,0.4331933370687193,0.42830413478915974,0.3136,0.0309
act_1083_5171,1083,108,1,0.2564,0.7436,7.4615,14579.9744,4,0.3287,4.6322,9,4,0,3,7,0.5668066629312807,0.4331933370687193,0.42830413478915974,0.3136,0.0309
act_1083_5172,1083,103,1,0.2564,0.7436,7.4615,14579.9744,1,0.3628,4.7655,9,4,0,3,10,0.5668066629312807,0.4331933370687193,0.42830413478915974,0.3136,0.0309
act_1083_5174,1083,105,0,0.2564,0.7436,7.4615,14579.9744,2,0.3338,4.6718,9,4,0,3,10,0.5668066629312807,0.4331933370687193,0.42830413478915974,0.3136,0.0309
act_1083_5173,1083,104,1,0.2564,0.7436,7.4615,14579.9744,2,0.3437,4.8056,9,4,0,3,8,0.5668066629312807,0.4331933370687193,0.42830413478915974,0.3136,0.0309
act_1084_5199,1084,106,1,0.2553,0.7447,7.5106,17062.1064,2,0.3516,4.8132,9,3,0,3,8,0.5647896195876111,0.4352103804123889,0.3939386951879055,0.2937,0.0273
act_1084_5198,1084,103,1,0.2553,0.7447,7.5106,17062.1064,1,0.3628,4.7655,9,3,0,3,6,0.5647896195876111,0.4352103804123889,0.3939386951879055,0.2937,0.0273
act_1084_5200,1084,105,1,0.2553,0.7447,7.5106,17062.1064,2,0.3338,4.6718,9,3,0,3,5,0.5647896195876111,0.4352103804123889,0.3939386951879055,0.2937,0.0273
act_1084_5202,1084,107,1,0.2553,0.7447,7.5106,17062.1064,3,0.3758,4.7893,9,5,0,3,9,0.5647896195876111,0.4352103804123889,0.3939386951879055,0.2937,0.0273
act_1084_5204,1084,103,1,0.2553,0.7447,7.5106,17062.1064,1,0.3628,4.7655,9,5,0,3,9,0.5647896195876111,0.4352103804123889,0.3939386951879055,0.2937,0.0273
act_1084_5201,1084,108,1,0.2553,0.7447,7.5106,17062.1064,4,0.3287,4.6322,9,5,0,3,9,0.5647896195876111,0.4352103804123889,0.3939386951879055,0.2937,0.0273
act_1084_5203,1084,104,1,0.2553,0.7447,7.5106,17062.1064,2,0.3437,4.8056,9,5,0,3,6,0.5647896195876111,0.4352103804123889,0.3939386951879055,0.2937,0.0273
act_1084_5205,1084,101,0,0.2553,0.7447,7.5106,17062.1064,1,0.3567,4.7353,9,5,0,3,10,0.5647896195876111,0.4352103804123889,0.3939386951879055,0.2937,0.0273
act_1084_5210,1084,107,1,0.2553,0.7447,7.5106,17062.1064,3,0.3758,4.7893,9,4,0,3,9,0.5647896195876111,0.4352103804123889,0.3939386951879055,0.2937,0.0273
act_1084_5213,1084,102,1,0.2553,0.7447,7.5106,17062.1064,3,0.3245,4.6546,9,4,0,3,5,0.5647896195876111,0.4352103804123889,0.3939386951879055,0.2937,0.0273
act_1084_5212,1084,103,1,0.2553,0.7447,7.5106,17062.1064,1,0.3628,4.7655,9,4,0,3,9,0.5647896195876111,0.4352103804123889,0.3939386951879055,0.2937,0.0273
act_1084_5215,1084,104,0,0.2553,0.7447,7.5106,17062.1064,2,0.3437,4.8056,9,4,0,3,6,0.5647896195876111,0.4352103804123889,0.3939386951879055,0.2937,0.0273
act_1084_5211,1084,101,1,0.2553,0.7447,7.5106,17062.1064,1,0.3567,4.7353,9,4,0,3,7,0.5647896195876111,0.4352103804123889,0.3939386951879055,0.2937,0.0273
act_1084_5214,1084,105,0,0.2553,0.7447,7.5106,17062.1064,2,0.3338,4.6718,8,4,0,3,9,0.5647896195876111,0.4352103804123889,0.3939386951879055,0.2937,0.0273
act_1084_5186,1084,101,0,0.2553,0.7447,7.5106,17062.1064,1,0.3567,4.7353,9,7,0,3,10,0.5647896195876111,0.4352103804123889,0.3939386951879055,0.2937,0.0273
act_1084_5183,1084,107,1,0.2553,0.7447,7.5106,17062.1064,3,0.3758,4.7893,9,7,0,3,10,0.5647896195876111,0.4352103804123889,0.3939386951879055,0.2937,0.0273
act_1084_5184,1084,102,0,0.2553,0.7447,7.5106,17062.1064,3,0.3245,4.6546,9,7,0,3,8,0.5647896195876111,0.4352103804123889,0.3939386951879055,0.2937,0.0273
act_1084_5185,1084,108,1,0.2553,0.7447,7.5106,17062.1064,4,0.3287,4.6322,9,7,0,3,7,0.5647896195876111,0.4352103804123889,0.3939386951879055,0.2937,0.0273
